MATCH,FILE_NAME,FULL_PATH,SIZE_BYTES
(?i)BR2,LATER_VAL_POS_FEATURES.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_POS_FEATURES.csv,144996
(?i)BR2,WINDOW12_CONVERSATION_FEATURES.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\WINDOW12_CONVERSATION_FEATURES.csv,359617
(?i)BR2,WINDOW8_CONVERSATION_FEATURES.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\WINDOW8_CONVERSATION_FEATURES.csv,397260
(?i)BR2,FROZEN_FEATURE_SETS.json,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\06_MODELS\FROZEN_FEATURE_SETS.json,3952
(?i)BR2,JOINT_MULTILAYER.joblib,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\06_MODELS\JOINT_MULTILAYER.joblib,5117
(?i)BR2,OPERATOR_RELATIONAL.joblib,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\06_MODELS\OPERATOR_RELATIONAL.joblib,3725
(?i)BR2,R1_COMPATIBLE.joblib,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\06_MODELS\R1_COMPATIBLE.joblib,2333
(?i)BR2,SURFACE_FREE.joblib,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\06_MODELS\SURFACE_FREE.joblib,2989
(?i)BR2,DOMAIN_TOPIC_ASSIGNMENTS_K12.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\DOMAIN_TOPIC_ASSIGNMENTS_K12.csv,18727
(?i)BR2,DOMAIN_TOPIC_ASSIGNMENTS_K5.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\DOMAIN_TOPIC_ASSIGNMENTS_K5.csv,18709
(?i)BR2,DOMAIN_TOPIC_ASSIGNMENTS_K8.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\DOMAIN_TOPIC_ASSIGNMENTS_K8.csv,18709
(?i)BR2,DOMAIN_TOPIC_CONTROL.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\DOMAIN_TOPIC_CONTROL.csv,371
(?i)BR2,domain_topic_control.py,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\domain_topic_control.py,4588
(?i)BR2,dropout_robustness.py,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\dropout_robustness.py,2225
(?i)BR2,FROZEN_THRESHOLD_HOLDOUT.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\FROZEN_THRESHOLD_HOLDOUT.csv,167
(?i)BR2,HOLDOUT_SCORES_INTERNAL.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\HOLDOUT_SCORES_INTERNAL.csv,44567
(?i)BR2,JOINT_STANDARDIZED_COEFFICIENTS.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\JOINT_STANDARDIZED_COEFFICIENTS.csv,4011
(?i)BR2,LMARENA_RELATIONAL_GRAPH_CONTROL.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\LMARENA_RELATIONAL_GRAPH_CONTROL.csv,345
(?i)BR2,MESSAGE_DROPOUT_ROBUSTNESS.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\MESSAGE_DROPOUT_ROBUSTNESS.csv,282
(?i)BR2,PRIMARY_CLASSIFICATION_RESULTS.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\PRIMARY_CLASSIFICATION_RESULTS.csv,2691
(?i)BR2,run_f1_br1_analysis.py,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\run_f1_br1_analysis.py,13580
(?i)BR2,run_primary_fast.py,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\run_primary_fast.py,6787
(?i)BR2,run_secondary_fast.py,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\run_secondary_fast.py,9080
(?i)BR2,STRATIFIED_HOLDOUT.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\STRATIFIED_HOLDOUT.csv,351
(?i)BR2,SYSTEM_SPECIFIC_HOLDOUT.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\SYSTEM_SPECIFIC_HOLDOUT.csv,470
(?i)BR2,TOPIC_MODEL_COMPLEXITY_MATCHED_HOLDOUT.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\TOPIC_MODEL_COMPLEXITY_MATCHED_HOLDOUT.csv,131
(?i)BR2,VALIDATION_SCORES_INTERNAL.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\VALIDATION_SCORES_INTERNAL.csv,16676
(?i)BR2,window12_hardening.py,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\window12_hardening.py,8542
(?i)BR2,WINDOW12_HOLDOUT_SCORES.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW12_HOLDOUT_SCORES.csv,186213
(?i)BR2,WINDOW12_LENGTH_HARDENING.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW12_LENGTH_HARDENING.csv,456
(?i)BR2,WINDOW12_VALIDATION_SCORES.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW12_VALIDATION_SCORES.csv,89878
(?i)BR2,window8_hardening.py,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\window8_hardening.py,8538
(?i)BR2,WINDOW8_HOLDOUT_SCORES.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW8_HOLDOUT_SCORES.csv,216570
(?i)BR2,WINDOW8_LENGTH_HARDENING.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW8_LENGTH_HARDENING.csv,465
(?i)BR2,WINDOW8_VALIDATION_SCORES.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW8_VALIDATION_SCORES.csv,96704
(?i)BR2,WITHIN_TOPIC_HOLDOUT.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WITHIN_TOPIC_HOLDOUT.csv,299
(?i)BR2,REPRESENTATION_ABLATIONS.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\08_ABLATIONS\REPRESENTATION_ABLATIONS.csv,897
(?i)BR2,GENEALOGY_DIRECTIONALITY.csv,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\09_GENEALOGY\GENEALOGY_DIRECTIONALITY.csv,213
(?i)BR2,F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,2110934
(?i)BR2,LMARENA_SEARCH_INDEX.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\LMARENA_SEARCH_INDEX.csv,12228075
(?i)BR2,LMARENA_SEARCH_INDEX.parquet,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\LMARENA_SEARCH_INDEX.parquet,3987486
(?i)BR2,train-00000-of-00007__BLIND_STRUCTURAL_MATRIX.parquet,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\train-00000-of-00007__BLIND_STRUCTURAL_MATRIX.parquet,3513745
(?i)BR2,train-00000-of-00007__DEVELOPMENT_HOLDOUT.parquet,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\train-00000-of-00007__DEVELOPMENT_HOLDOUT.parquet,36603397
(?i)BR2,train-00000-of-00007__DEVELOPMENT_TRAIN.parquet,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\train-00000-of-00007__DEVELOPMENT_TRAIN.parquet,74349865
(?i)BR2,train-00000-of-00007__DEVELOPMENT_VALIDATION.parquet,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\train-00000-of-00007__DEVELOPMENT_VALIDATION.parquet,36926849
(?i)BR2,train-00000-of-00007__V12_V18_ARMS.parquet,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\train-00000-of-00007__V12_V18_ARMS.parquet,147680042
(?i)BR2,train-00000-of-00007__V12_V18_PAIRS.parquet,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\train-00000-of-00007__V12_V18_PAIRS.parquet,2247476
(?i)BR2,BR1_R1_MODEL_SHA256.txt,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_MANIFEST\BR1_R1_MODEL_SHA256.txt,66
(?i)BR2,FROZEN_INPUT_SHA256.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_MANIFEST\FROZEN_INPUT_SHA256.csv,1094
(?i)BR2,INPUT_MANIFEST_CROSSCHECK.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_MANIFEST\INPUT_MANIFEST_CROSSCHECK.csv,1792
(?i)BR2,PARQUET_SCHEMA_AUDIT.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\02_SCHEMA\PARQUET_SCHEMA_AUDIT.json,6654
(?i)BR2,V1_FAILURE_PRESERVED.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\10_V2_FAILED_RUN_LEDGER\V1_FAILURE_PRESERVED.csv,339
(?i)BR2,BR2_V2_SUMMARY.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\BR2_V2_SUMMARY.json,3918
(?i)BR2,BR2_V2_SUMMARY.txt,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\BR2_V2_SUMMARY.txt,1725
(?i)BR2,ENVIRONMENT.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\ENVIRONMENT.json,289
(?i)BR2,FINAL_V2_ZIP_SHA256.txt,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\FINAL_V2_ZIP_SHA256.txt,66
(?i)BR2,PORTABLE_MODEL_PROVENANCE.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\PORTABLE_MODEL_PROVENANCE.csv,254
(?i)BR2,PORTABLE_SCORE_EQUIVALENCE.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\PORTABLE_SCORE_EQUIVALENCE.csv,110
(?i)BR2,V2_INPUT_SHA256.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\V2_INPUT_SHA256.csv,1094
(?i)BR2,V2_OUTPUT_SHA256_MANIFEST.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\V2_OUTPUT_SHA256_MANIFEST.csv,26026
(?i)BR2,ARM_SCHEMA_USED.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\12_V2_SCHEMA\ARM_SCHEMA_USED.json,238
(?i)BR2,EXTRACTION_COUNTS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\13_V2_LMARENA_FEATURES\EXTRACTION_COUNTS.csv,125
(?i)BR2,LMARENA_EXACT_BR1_FEATURES.parquet,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\13_V2_LMARENA_FEATURES\LMARENA_EXACT_BR1_FEATURES.parquet,1138418
(?i)BR2,MATCH_BALANCE.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\14_V2_MATCHING\MATCH_BALANCE.csv,434
(?i)BR2,ONE_TO_ONE_MATCHED_PAIRS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\14_V2_MATCHING\ONE_TO_ONE_MATCHED_PAIRS.csv,31634
(?i)BR2,SUPPORT_DIAGNOSTICS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\14_V2_MATCHING\SUPPORT_DIAGNOSTICS.csv,235
(?i)BR2,BR2_V2_PRIMARY_RESULTS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\15_V2_RESULTS\BR2_V2_PRIMARY_RESULTS.csv,1232
(?i)BR2,MATCHED_CONTROL_RESULTS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\15_V2_RESULTS\MATCHED_CONTROL_RESULTS.csv,516
(?i)BR2,PROVIDER_STRATIFIED_AUC.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\15_V2_RESULTS\PROVIDER_STRATIFIED_AUC.csv,1323
(?i)BR2,NO_SILENT_OMISSION_LEDGER.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\16_V2_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv,1505
(?i)BR2,RUN_F1_BR2_LMARENA_MATCHED_CONTROL.cpython-313.pyc,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\__pycache__\RUN_F1_BR2_LMARENA_MATCHED_CONTROL.cpython-313.pyc,30608
(?i)BR2,RUN_F1_BR2_V2_EXACT_EXTRACTOR.cpython-313.pyc,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\__pycache__\RUN_F1_BR2_V2_EXACT_EXTRACTOR.cpython-313.pyc,41240
(?i)BR2,PACKAGE_SHA256_MANIFEST.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\PACKAGE_SHA256_MANIFEST.csv,7796
(?i)BR2,PACKAGE_STATUS.txt,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\PACKAGE_STATUS.txt,843
(?i)BR2,COMPLETE_CURRENT_OUTPUT_SHA256.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\00_MANIFEST\COMPLETE_CURRENT_OUTPUT_SHA256.csv,61539
(?i)BR2,INPUT_SHA256.txt,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\00_MANIFEST\INPUT_SHA256.txt,1668
(?i)BR2,PACKAGE_STATUS.txt,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\00_MANIFEST\PACKAGE_STATUS.txt,520
(?i)BR2,build_message_mentions.py,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\02_LABELS\build_message_mentions.py,2250
(?i)BR2,MESSAGE_LINEAGE_MENTIONS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\02_LABELS\MESSAGE_LINEAGE_MENTIONS.csv,3430610
(?i)BR2,EARLY_NEG_IDS.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\EARLY_NEG_IDS.json,3268
(?i)BR2,EARLY_NEG_MATCH_REGISTRY.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\EARLY_NEG_MATCH_REGISTRY.csv,8364
(?i)BR2,EARLY_POS_IDS.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\EARLY_POS_IDS.json,1849
(?i)BR2,EARLY_POS_USABLE.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\EARLY_POS_USABLE.csv,2093
(?i)BR2,HOLDOUT_MATCHED_PAIRS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\HOLDOUT_MATCHED_PAIRS.csv,3661
(?i)BR2,LATER_HOLD_NEG_IDS.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\LATER_HOLD_NEG_IDS.json,7568
(?i)BR2,LATER_HOLD_POS_IDS.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\LATER_HOLD_POS_IDS.json,6235
(?i)BR2,LATER_NEG_POOL_REGISTRY.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\LATER_NEG_POOL_REGISTRY.csv,16296
(?i)BR2,LATER_POS_REGISTRY.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\LATER_POS_REGISTRY.csv,22302
(?i)BR2,LATER_VAL_NEG_IDS.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\LATER_VAL_NEG_IDS.json,688
(?i)BR2,LATER_VAL_POS_IDS.json,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\LATER_VAL_POS_IDS.json,4687
(?i)BR2,VALIDATION_MATCHED_PAIRS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\VALIDATION_MATCHED_PAIRS.csv,454
(?i)BR2,build_f1_features.py,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\build_f1_features.py,12174
(?i)BR2,EARLY_NEG_DROPOUT_FEATURES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_DROPOUT_FEATURES.csv,94982
(?i)BR2,EARLY_NEG_FEATURES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_FEATURES.csv,95072
(?i)BR2,EARLY_POS_DROPOUT_FEATURES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_POS_DROPOUT_FEATURES.csv,32880
(?i)BR2,EARLY_POS_FEATURES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_POS_FEATURES.csv,55762
(?i)BR2,extract_dropout_fast.py,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\extract_dropout_fast.py,8758
(?i)BR2,extract_segment_features.py,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\extract_segment_features.py,9496
(?i)BR2,extract_set_fast.py,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\extract_set_fast.py,8702
(?i)BR2,LATER_HOLD_NEG_DROPOUT_FEATURES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_HOLD_NEG_DROPOUT_FEATURES.csv,184421
(?i)BR2,LATER_HOLD_NEG_FEATURES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_HOLD_NEG_FEATURES.csv,201593
(?i)BR2,LATER_HOLD_POS_DROPOUT_FEATURES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_HOLD_POS_DROPOUT_FEATURES.csv,162720
